parmseq,Outcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,selected_final,mlog10p
1, zlilrb2 ,839,poororalhealth_sev,,0.06,0.01283036,36728,4.5052694,6.60E-06,0.03,0.08,0.05,0.00003418,1,2.73E-05,1,0,5.180456064
1, zcxcl8 ,400,poororalhealth_sev,,0.06,0.01298826,36133,4.4971531,6.90E-06,0.03,0.08,0.05,0.00003418,1,2.82E-05,1,0,5.161150909
1, zpcolce ,1028,poororalhealth_sev,,0.09,0.02058789,13621,4.486677,7.30E-06,0.05,0.13,0.05,0.00003418,1,2.97E-05,1,0,5.13667714
1, zil7r ,746,poororalhealth_sev,,-0.06,0.01277575,36451,-4.4831049,7.40E-06,-0.08,-0.03,0.05,0.00003418,1,3.00E-05,1,0,5.13076828
1, zbaiap2 ,113,poororalhealth_sev,,0.06,0.01266999,35565,4.4804337,7.50E-06,0.03,0.08,0.05,0.00003418,1,3.03E-05,1,0,5.124938737
1, zf9 ,505,poororalhealth_sev,,0.05,0.01222899,36526,4.469586,7.90E-06,0.03,0.08,0.05,0.00003418,1,3.18E-05,1,0,5.102372909
1, zesam ,498,poororalhealth_sev,,0.06,0.01270264,36888,4.4611678,8.20E-06,0.03,0.08,0.05,0.00003418,1,3.30E-05,1,0,5.086186148
1, zadamts8 ,23,poororalhealth_sev,,-0.06,0.01288604,36532,-4.4550072,8.40E-06,-0.08,-0.03,0.05,0.00003418,1,3.38E-05,1,0,5.075720714
1, zscarf1 ,1192,poororalhealth_sev,,0.06,0.01284338,36888,4.4518648,8.50E-06,0.03,0.08,0.05,0.00003418,1,3.42E-05,1,0,5.070581074
1, zcant1 ,160,poororalhealth_sev,,0.06,0.01273879,36310,4.4459406,8.80E-06,0.03,0.08,0.05,0.00003418,1,3.51E-05,1,0,5.055517328
1, zfam3c ,514,poororalhealth_sev,,0.06,0.01256255,36376,4.418685,1.00E-05,0.03,0.08,0.05,0.00003418,1,3.97E-05,1,0,5
1, zadamts13 ,20,poororalhealth_sev,,-0.06,0.01281292,36888,-4.3972586,1.10E-05,-0.08,-0.03,0.05,0.00003418,1,4.37E-05,1,0,4.958607315
1, zlilrb1 ,838,poororalhealth_sev,,0.06,0.01260615,36888,4.3943002,1.10E-05,0.03,0.08,0.05,0.00003418,1,4.42E-05,1,0,4.958607315
1, zgas6 ,578,poororalhealth_sev,,0.06,0.01271537,36670,4.3904019,1.10E-05,0.03,0.08,0.05,0.00003418,1,4.49E-05,1,0,4.958607315
1, zthy1 ,1350,poororalhealth_sev,,0.05,0.01252021,36743,4.3522559,1.40E-05,0.03,0.08,0.05,0.00003418,1,5.33E-05,1,0,4.853871964
1, zltbp2 ,855,poororalhealth_sev,,0.05,0.01193111,36888,4.3434428,1.40E-05,0.03,0.08,0.05,0.00003418,1,5.53E-05,1,0,4.853871964
1, zncr1 ,952,poororalhealth_sev,,0.06,0.01288029,36290,4.3419507,1.40E-05,0.03,0.08,0.05,0.00003418,1,5.55E-05,1,0,4.853871964
1, ztxndc15 ,1411,poororalhealth_sev,,0.06,0.01292133,36532,4.3388037,1.40E-05,0.03,0.08,0.05,0.00003418,1,5.62E-05,1,0,4.853871964
1, zalcam ,48,poororalhealth_sev,,0.05,0.01196681,36888,4.3286761,1.50E-05,0.03,0.08,0.05,0.00003418,1,5.87E-05,1,0,4.823908741
1, zscg2 ,1194,poororalhealth_sev,,0.06,0.01293927,36548,4.3238406,1.50E-05,0.03,0.08,0.05,0.00003418,1,5.98E-05,1,0,4.823908741
1, zsult2a1 ,1312,poororalhealth_sev,,0.05,0.01266611,36344,4.3183063,1.60E-05,0.03,0.08,0.05,0.00003418,1,6.12E-05,1,0,4.795880017
1, zmmp3 ,917,poororalhealth_sev,,0.04,0.01014864,36451,4.3165912,1.60E-05,0.02,0.06,0.05,0.00003418,1,6.15E-05,1,0,4.795880017
1, zegfl7 ,465,poororalhealth_sev,,0.06,0.01291742,35565,4.2981999,1.70E-05,0.03,0.08,0.05,0.00003418,1,6.66E-05,1,0,4.769551079
1, zcd22 ,213,poororalhealth_sev,,0.05,0.01241525,36816,4.2743975,1.90E-05,0.03,0.08,0.05,0.00003418,1,7.40E-05,1,0,4.721246399
1, zprtn3 ,1111,poororalhealth_sev,,0.06,0.01306076,35512,4.2676289,2.00E-05,0.03,0.08,0.05,0.00003418,1,7.61E-05,1,0,4.698970004
1, zcrisp2 ,359,poororalhealth_sev,,-0.05,0.01120741,36718,-4.261095,2.00E-05,-0.07,-0.03,0.05,0.00003418,1,7.81E-05,1,0,4.698970004
1, zplat ,1062,poororalhealth_sev,,0.05,0.01180638,36779,4.2580314,2.10E-05,0.03,0.07,0.05,0.00003418,1,7.88E-05,1,0,4.677780705
1, zslamf1 ,1248,poororalhealth_sev,,0.06,0.01306654,35753,4.2578465,2.10E-05,0.03,0.08,0.05,0.00003418,1,7.88E-05,1,0,4.677780705
1, zslamf6 ,1249,poororalhealth_sev,,0.06,0.0130404,35565,4.2460201,2.20E-05,0.03,0.08,0.05,0.00003418,1,8.29E-05,1,0,4.657577319
1, zrobo1 ,1170,poororalhealth_sev,,0.05,0.01264591,36472,4.2431002,2.20E-05,0.03,0.08,0.05,0.00003418,1,8.38E-05,1,0,4.657577319
1, zigsf8 ,693,poororalhealth_sev,,0.05,0.01262671,36433,4.2293145,2.30E-05,0.03,0.08,0.05,0.00003418,1,8.88E-05,1,0,4.638272164
1, zcntn3 ,326,poororalhealth_sev,,-0.05,0.01201592,36451,-4.2123532,2.50E-05,-0.07,-0.03,0.05,0.00003418,1,9.55E-05,1,0,4.602059991
1, zlrig1 ,845,poororalhealth_sev,,0.05,0.01274006,36608,4.2055358,2.60E-05,0.03,0.08,0.05,0.00003418,1,9.82E-05,1,0,4.585026652
1, zsod2 ,1271,poororalhealth_sev,,0.05,0.01280197,36451,4.194428,2.70E-05,0.03,0.08,0.05,0.00003418,1,1.03E-04,1,0,4.568636236
1, zhyal1 ,666,poororalhealth_sev,,0.05,0.01290002,36250,4.1933087,2.80E-05,0.03,0.08,0.05,0.00003418,1,1.03E-04,1,0,4.552841969
1, zcxcl16 ,395,poororalhealth_sev,,0.05,0.01244987,36827,4.1815824,2.90E-05,0.03,0.08,0.05,0.00003418,1,1.08E-04,1,0,4.537602002
1, zclec4a ,304,poororalhealth_sev,,-0.05,0.01281775,36344,-4.1765756,3.00E-05,-0.08,-0.03,0.05,0.00003418,1,1.10E-04,1,0,4.522878745
1, zwars ,1445,poororalhealth_sev,,0.05,0.01294105,36451,4.1673322,3.10E-05,0.03,0.08,0.05,0.00003418,1,1.15E-04,1,0,4.508638306
1, zlama4 ,811,poororalhealth_sev,,0.05,0.01280377,36587,4.1605604,3.20E-05,0.03,0.08,0.05,0.00003418,1,1.18E-04,1,0,4.494850022
1, zlrp11 ,847,poororalhealth_sev,,0.05,0.01267407,36433,4.1604869,3.20E-05,0.03,0.08,0.05,0.00003418,1,1.18E-04,1,0,4.494850022
1, ztnfsf11 ,1385,poororalhealth_sev,,-0.05,0.01296931,36344,-4.1587749,3.20E-05,-0.08,-0.03,0.05,0.00003418,1,1.18E-04,1,0,4.494850022
1, ztrim21 ,1404,poororalhealth_sev,,-0.05,0.01298595,36344,-4.1587155,3.20E-05,-0.08,-0.03,0.05,0.00003418,1,1.18E-04,1,0,4.494850022
1, zddr1 ,417,poororalhealth_sev,,0.05,0.01279004,36743,4.1574314,3.20E-05,0.03,0.08,0.05,0.00003418,1,1.18E-04,1,0,4.494850022
1, zgusb ,629,poororalhealth_sev,,0.05,0.01169597,36605,4.1526224,3.30E-05,0.03,0.07,0.05,0.00003418,1,1.20E-04,1,0,4.48148606
1, znppb ,978,poororalhealth_sev,,0.05,0.01287948,35747,4.1432061,3.40E-05,0.03,0.08,0.05,0.00003418,0,1.25E-04,0,0,4.468521083
1, zmb ,885,poororalhealth_sev,,0.05,0.01152708,36888,4.13164,3.60E-05,0.03,0.07,0.05,0.00003418,0,1.31E-04,0,0,4.443697499
1, zmet ,897,poororalhealth_sev,,-0.05,0.01239395,36530,-4.111256,3.90E-05,-0.08,-0.03,0.05,0.00003418,0,1.43E-04,0,0,4.408935393
1, zgzma ,631,poororalhealth_sev,,0.05,0.01272792,36816,4.1047479,4.10E-05,0.03,0.08,0.05,0.00003418,0,1.47E-04,0,0,4.387216143
1, ztmsb10 ,1363,poororalhealth_sev,,0.05,0.01279424,36451,4.1018933,4.10E-05,0.03,0.08,0.05,0.00003418,0,1.48E-04,0,0,4.387216143
1, zil3ra ,737,poororalhealth_sev,,0.05,0.01277869,35753,4.0966907,4.20E-05,0.03,0.08,0.05,0.00003418,0,1.51E-04,0,0,4.37675071
1, zifng ,678,poororalhealth_sev,,0.05,0.0131335,35753,4.0962214,4.20E-05,0.03,0.08,0.05,0.00003418,0,1.51E-04,0,0,4.37675071
1, zlsp1 ,852,poororalhealth_sev,,0.05,0.01269384,36344,4.0947423,4.20E-05,0.03,0.08,0.05,0.00003418,0,1.52E-04,0,0,4.37675071
1, zccl16 ,176,poororalhealth_sev,,0.05,0.01222779,36888,4.0915923,4.30E-05,0.03,0.07,0.05,0.00003418,0,1.54E-04,0,0,4.366531544
1, zgpc5 ,616,poororalhealth_sev,,-0.05,0.01295455,36156,-4.0868237,4.40E-05,-0.08,-0.03,0.05,0.00003418,0,1.56E-04,0,0,4.356547324
1, zephb6 ,488,poororalhealth_sev,,0.05,0.01295776,36099,4.0843856,4.40E-05,0.03,0.08,0.05,0.00003418,0,1.58E-04,0,0,4.356547324
1, zthop1 ,1348,poororalhealth_sev,,0.05,0.01262822,36250,4.0699434,4.70E-05,0.03,0.08,0.05,0.00003418,0,1.67E-04,0,0,4.327902142
1, zbtn3a2 ,137,poororalhealth_sev,,0.05,0.01284493,36344,4.0688812,4.70E-05,0.03,0.08,0.05,0.00003418,0,1.68E-04,0,0,4.327902142
1, zfgfbp1 ,539,poororalhealth_sev,,-0.05,0.0125865,36532,-4.0580858,5.00E-05,-0.08,-0.03,0.05,0.00003418,0,1.75E-04,0,0,4.301029996
1, zxg ,1457,poororalhealth_sev,,0.04,0.01002292,36712,4.046469,5.20E-05,0.02,0.06,0.05,0.00003418,0,1.84E-04,0,0,4.283996656
1, zhao1 ,635,poororalhealth_sev,,0.05,0.01250178,36718,4.0382894,5.40E-05,0.03,0.07,0.05,0.00003418,0,1.90E-04,0,0,4.26760624
1, zctss ,384,poororalhealth_sev,,0.06,0.01438498,28564,4.0343786,5.50E-05,0.03,0.09,0.05,0.00003418,0,1.93E-04,0,0,4.259637311
1, zrtn4r ,1179,poororalhealth_sev,,0.05,0.01219023,36718,4.004571,6.20E-05,0.02,0.07,0.05,0.00003418,0,2.18E-04,0,0,4.207608311
1, zddah1 ,415,poororalhealth_sev,,0.05,0.01279822,36256,4.0015172,6.30E-05,0.03,0.08,0.05,0.00003418,0,2.20E-04,0,0,4.200659451
1, zclul1 ,319,poororalhealth_sev,,-0.05,0.01238413,36370,-4.0005633,6.30E-05,-0.07,-0.03,0.05,0.00003418,0,2.21E-04,0,0,4.200659451
1, ztshb ,1406,poororalhealth_sev,,-0.05,0.01301899,36433,-3.9994443,6.40E-05,-0.08,-0.03,0.05,0.00003418,0,2.21E-04,0,0,4.193820026
1, zagxt ,38,poororalhealth_sev,,0.05,0.01276022,36433,3.989322,6.60E-05,0.03,0.08,0.05,0.00003418,0,2.30E-04,0,0,4.180456064
1, ztreml2 ,1402,poororalhealth_sev,,0.05,0.01286692,36451,3.9884063,6.70E-05,0.03,0.08,0.05,0.00003418,0,2.31E-04,0,0,4.173925197
1, zcd14 ,203,poororalhealth_sev,,0.05,0.01271951,35729,3.9808468,6.90E-05,0.03,0.08,0.05,0.00003418,0,2.37E-04,0,0,4.161150909
1, ztnfsf12 ,1386,poororalhealth_sev,,-0.05,0.01282422,36816,-3.9767256,7.00E-05,-0.08,-0.03,0.05,0.00003418,0,2.41E-04,0,0,4.15490196
1, zhmox2 ,652,poororalhealth_sev,,0.05,0.01311752,35593,3.9669054,7.30E-05,0.03,0.08,0.05,0.00003418,0,2.51E-04,0,0,4.13667714
1, zfolr1 ,556,poororalhealth_sev,,0.05,0.01251317,36367,3.9502158,7.80E-05,0.02,0.07,0.05,0.00003418,0,2.68E-04,0,0,4.107905397
1, zedar ,459,poororalhealth_sev,,-0.05,0.01305616,36344,-3.9188297,8.90E-05,-0.08,-0.03,0.05,0.00003418,0,3.05E-04,0,0,4.050609993
1, zjun ,777,poororalhealth_sev,,0.05,0.01318433,35753,3.9154024,9.00E-05,0.03,0.08,0.05,0.00003418,0,3.08E-04,0,0,4.045757491
1, zcpm ,345,poororalhealth_sev,,0.05,0.01202667,36556,3.9032406,9.50E-05,0.02,0.07,0.05,0.00003418,0,3.24E-04,0,0,4.022276395
1, zidua ,677,poororalhealth_sev,,0.05,0.0127502,36718,3.8980607,9.70E-05,0.02,0.07,0.05,0.00003418,0,3.30E-04,0,0,4.013228266
1, zlta ,853,poororalhealth_sev,,0.05,0.01280965,36344,3.8966864,9.80E-05,0.02,0.08,0.05,0.00003418,0,3.31E-04,0,0,4.008773924
1, zmme ,912,poororalhealth_sev,,0.05,0.01258687,36256,3.8930579,9.90E-05,0.02,0.07,0.05,0.00003418,0,3.35E-04,0,0,4.004364805
1, zccl14 ,174,poororalhealth_sev,,0.05,0.01280121,36352,3.8677499,1.10E-04,0.02,0.07,0.05,0.00003418,0,3.71E-04,0,0,3.958607315
1, zkitlg ,787,poororalhealth_sev,,-0.05,0.0128273,36433,-3.8616442,1.10E-04,-0.07,-0.02,0.05,0.00003418,0,3.79E-04,0,0,3.958607315
1, zspint2 ,1283,poororalhealth_sev,,0.05,0.01281594,36587,3.852658,1.20E-04,0.02,0.07,0.05,0.00003418,0,3.93E-04,0,0,3.920818754
1, zklk12 ,792,poororalhealth_sev,,0.05,0.0131877,35565,3.8517097,1.20E-04,0.02,0.08,0.05,0.00003418,0,3.93E-04,0,0,3.920818754
1, zinhbc ,750,poororalhealth_sev,,0.05,0.01220335,36451,3.8461668,1.20E-04,0.02,0.07,0.05,0.00003418,0,4.01E-04,0,0,3.920818754
1, zglb1 ,601,poororalhealth_sev,,0.05,0.01263911,36156,3.8311669,1.30E-04,0.02,0.07,0.05,0.00003418,0,4.26E-04,0,0,3.886056648
1, zcpvl ,347,poororalhealth_sev,,0.05,0.01293835,36661,3.8247012,1.30E-04,0.02,0.07,0.05,0.00003418,0,4.36E-04,0,0,3.886056648
1, zfurin ,566,poororalhealth_sev,,0.05,0.01208617,36532,3.8227777,1.30E-04,0.02,0.07,0.05,0.00003418,0,4.38E-04,0,0,3.886056648
1, zcbln4 ,169,poororalhealth_sev,,-0.05,0.01296335,36718,-3.8191391,1.30E-04,-0.07,-0.02,0.05,0.00003418,0,4.44E-04,0,0,3.886056648
1, zmmp1 ,913,poororalhealth_sev,,0.05,0.01318707,35158,3.8141125,1.40E-04,0.02,0.08,0.05,0.00003418,0,4.52E-04,0,0,3.853871964
1, zsetmar ,1222,poororalhealth_sev,,0.05,0.01282881,36041,3.8131405,1.40E-04,0.02,0.07,0.05,0.00003418,0,4.53E-04,0,0,3.853871964
1, zegln1 ,467,poororalhealth_sev,,0.05,0.01271358,36344,3.8089837,1.40E-04,0.02,0.07,0.05,0.00003418,0,4.60E-04,0,0,3.853871964
1, zspock1 ,1284,poororalhealth_sev,,-0.05,0.01305262,36156,-3.797816,1.50E-04,-0.08,-0.02,0.05,0.00003418,0,4.80E-04,0,0,3.823908741
1, zc19orf12 ,138,poororalhealth_sev,,0.05,0.01279098,35593,3.781099,1.60E-04,0.02,0.07,0.05,0.00003418,0,5.12E-04,0,0,3.795880017
1, zcd8a ,245,poororalhealth_sev,,0.05,0.01285241,36743,3.7688181,1.60E-04,0.02,0.07,0.05,0.00003418,0,5.36E-04,0,0,3.795880017
1, zcgref1 ,285,poororalhealth_sev,,0.05,0.01284823,36433,3.7600467,1.70E-04,0.02,0.07,0.05,0.00003418,0,5.54E-04,0,0,3.769551079
1, zghrl ,599,poororalhealth_sev,,-0.05,0.01236833,36433,-3.7551655,1.70E-04,-0.07,-0.02,0.05,0.00003418,0,5.64E-04,0,0,3.769551079
1, zigfbp6 ,689,poororalhealth_sev,,0.04,0.01134419,36285,3.7445465,1.80E-04,0.02,0.06,0.05,0.00003418,0,5.87E-04,0,0,3.744727495
1, ztnc ,1364,poororalhealth_sev,,0.05,0.01291302,36588,3.7384154,1.90E-04,0.02,0.07,0.05,0.00003418,0,6.00E-04,0,0,3.721246399
1, zenpp5 ,478,poororalhealth_sev,,-0.05,0.01249151,36587,-3.732881,1.90E-04,-0.07,-0.02,0.05,0.00003418,0,6.12E-04,0,0,3.721246399
1, zslit2 ,1256,poororalhealth_sev,,0.05,0.01315698,35593,3.7253937,2.00E-04,0.02,0.07,0.05,0.00003418,0,6.29E-04,0,0,3.698970004
1, zcd1c ,208,poororalhealth_sev,,0.05,0.01274621,36532,3.7168631,2.00E-04,0.02,0.07,0.05,0.00003418,0,6.50E-04,0,0,3.698970004
1, zgpkow ,617,poororalhealth_sev,,0.05,0.01303458,35593,3.7092918,2.10E-04,0.02,0.07,0.05,0.00003418,0,6.68E-04,0,0,3.677780705
1, zmansc1 ,873,poororalhealth_sev,,0.05,0.01291625,36532,3.7024145,2.10E-04,0.02,0.07,0.05,0.00003418,0,6.85E-04,0,0,3.677780705
1, zil20 ,728,poororalhealth_sev,,0.05,0.01318447,35753,3.698554,2.20E-04,0.02,0.07,0.05,0.00003418,0,6.94E-04,0,0,3.657577319
1, zcxcl11 ,391,poororalhealth_sev,,0.05,0.01283103,36743,3.6805391,2.30E-04,0.02,0.07,0.05,0.00003418,0,7.43E-04,0,0,3.638272164
1, zil1rl2 ,725,poororalhealth_sev,,-0.05,0.01262505,35753,-3.6786192,2.30E-04,-0.07,-0.02,0.05,0.00003418,0,7.47E-04,0,0,3.638272164
1, zadgrg2 ,29,poororalhealth_sev,,-0.04,0.01158269,36433,-3.6781199,2.40E-04,-0.07,-0.02,0.05,0.00003418,0,7.47E-04,0,0,3.619788758
1, zstc2 ,1300,poororalhealth_sev,,0.05,0.0125509,36399,3.6636319,2.50E-04,0.02,0.07,0.05,0.00003418,0,7.89E-04,0,0,3.602059991
1, zfas ,516,poororalhealth_sev,,0.05,0.01247566,36779,3.6622748,2.50E-04,0.02,0.07,0.05,0.00003418,0,7.91E-04,0,0,3.602059991
1, zcxcl14 ,394,poororalhealth_sev,,0.05,0.01266069,35753,3.656582,2.60E-04,0.02,0.07,0.05,0.00003418,0,8.07E-04,0,0,3.585026652
1, zenpp2 ,477,poororalhealth_sev,,0.04,0.01043644,36888,3.6470443,2.70E-04,0.02,0.06,0.05,0.00003418,0,8.36E-04,0,0,3.568636236
1, znfasc ,961,poororalhealth_sev,,0.05,0.01252625,36816,3.6450205,2.70E-04,0.02,0.07,0.05,0.00003418,0,8.41E-04,0,0,3.568636236
1, zepo ,490,poororalhealth_sev,,0.05,0.01300053,36344,3.6387126,2.70E-04,0.02,0.07,0.05,0.00003418,0,8.60E-04,0,0,3.568636236
1, zentpd6 ,482,poororalhealth_sev,,0.05,0.01314067,35747,3.6358101,2.80E-04,0.02,0.07,0.05,0.00003418,0,8.67E-04,0,0,3.552841969
1, ztraf2 ,1400,poororalhealth_sev,,-0.05,0.01306574,36344,-3.6335331,2.80E-04,-0.07,-0.02,0.05,0.00003418,0,8.73E-04,0,0,3.552841969
1, zfcrlb ,530,poororalhealth_sev,,0.05,0.01295282,35565,3.6310814,2.80E-04,0.02,0.07,0.05,0.00003418,0,8.80E-04,0,0,3.552841969
1, zitga11 ,760,poororalhealth_sev,,-0.05,0.01266697,36344,-3.6115094,3.00E-04,-0.07,-0.02,0.05,0.00003418,0,9.47E-04,0,0,3.522878745
1, znucb2 ,997,poororalhealth_sev,,0.05,0.01275139,36658,3.6054033,3.10E-04,0.02,0.07,0.05,0.00003418,0,9.67E-04,0,0,3.508638306
1, zrobo2 ,1171,poororalhealth_sev,,0.04,0.01212978,36743,3.6048613,3.10E-04,0.02,0.07,0.05,0.00003418,0,9.67E-04,0,0,3.508638306
1, zism1 ,759,poororalhealth_sev,,0.05,0.01264112,36344,3.590543,3.30E-04,0.02,0.07,0.05,0.00003418,0,1.02E-03,0,0,3.48148606
1, zidi2 ,675,poororalhealth_sev,,0.05,0.01292165,35593,3.5877405,3.30E-04,0.02,0.07,0.05,0.00003418,0,1.03E-03,0,0,3.48148606
1, zjchain ,776,poororalhealth_sev,,0.05,0.01311328,35753,3.5601712,3.70E-04,0.02,0.07,0.05,0.00003418,0,1.14E-03,0,0,3.431798276
1, zc1qa ,139,poororalhealth_sev,,0.05,0.01286469,36629,3.5595383,3.70E-04,0.02,0.07,0.05,0.00003418,0,1.14E-03,0,0,3.431798276
1, zpreb ,1097,poororalhealth_sev,,0.05,0.01313468,35753,3.5490066,3.90E-04,0.02,0.07,0.05,0.00003418,0,1.19E-03,0,0,3.408935393
1, ztnfrsf10c ,1369,poororalhealth_sev,,0.05,0.01292206,36530,3.5459041,3.90E-04,0.02,0.07,0.05,0.00003418,0,1.20E-03,0,0,3.408935393
1, zeloa ,472,poororalhealth_sev,,0.05,0.01281129,36256,3.5430459,4.00E-04,0.02,0.07,0.05,0.00003418,0,1.21E-03,0,0,3.397940009
1, zcntn4 ,327,poororalhealth_sev,,-0.05,0.01276466,36451,-3.5385318,4.00E-04,-0.07,-0.02,0.05,0.00003418,0,1.23E-03,0,0,3.397940009
1, zmvk ,936,poororalhealth_sev,,0.05,0.01273686,35753,3.5350212,4.10E-04,0.02,0.07,0.05,0.00003418,0,1.24E-03,0,0,3.387216143
1, zrrm2 ,1174,poororalhealth_sev,,0.05,0.01307864,35565,3.5313355,4.10E-04,0.02,0.07,0.05,0.00003418,0,1.25E-03,0,0,3.387216143
1, zptprf ,1128,poororalhealth_sev,,-0.04,0.01272427,36888,-3.5245285,4.20E-04,-0.07,-0.02,0.05,0.00003418,0,1.28E-03,0,0,3.37675071
1, znt5c3a ,989,poororalhealth_sev,,-0.05,0.01309258,36284,-3.51522,4.40E-04,-0.07,-0.02,0.05,0.00003418,0,1.33E-03,0,0,3.356547324
1, zccl18 ,178,poororalhealth_sev,,0.04,0.01277633,35936,3.4868644,4.90E-04,0.02,0.07,0.05,0.00003418,0,1.47E-03,0,0,3.30980392
1, zklk11 ,791,poororalhealth_sev,,0.04,0.01289769,36178,3.4852315,4.90E-04,0.02,0.07,0.05,0.00003418,0,1.48E-03,0,0,3.30980392
1, zmdk ,889,poororalhealth_sev,,0.04,0.01283666,36425,3.4648673,5.30E-04,0.02,0.07,0.05,0.00003418,0,1.59E-03,0,0,3.27572413
1, zcpe ,344,poororalhealth_sev,,-0.05,0.01300742,36417,-3.4602872,5.40E-04,-0.07,-0.02,0.05,0.00003418,0,1.62E-03,0,0,3.26760624
1, zklk4 ,795,poororalhealth_sev,,0.04,0.01249379,36718,3.456735,5.50E-04,0.02,0.07,0.05,0.00003418,0,1.63E-03,0,0,3.259637311
1, zlgals7_lgals7b ,828,poororalhealth_sev,,0.04,0.01241765,36309,3.4541352,5.50E-04,0.02,0.07,0.05,0.00003418,0,1.65E-03,0,0,3.259637311
1, zfam3b ,513,poororalhealth_sev,,0.04,0.01294612,36256,3.4448637,5.70E-04,0.02,0.07,0.05,0.00003418,0,1.70E-03,0,0,3.244125144
1, zdpp10 ,440,poororalhealth_sev,,0.04,0.01278837,36344,3.4432975,5.80E-04,0.02,0.07,0.05,0.00003418,0,1.71E-03,0,0,3.236572006
1, zflt3lg ,552,poororalhealth_sev,,0.04,0.01266902,36816,3.4430503,5.80E-04,0.02,0.07,0.05,0.00003418,0,1.71E-03,0,0,3.236572006
1, zfaslg ,517,poororalhealth_sev,,-0.04,0.01216854,36816,-3.4321107,6.00E-04,-0.07,-0.02,0.05,0.00003418,0,1.77E-03,0,0,3.22184875
1, zs100p ,1186,poororalhealth_sev,,0.04,0.01304408,35747,3.4275913,6.10E-04,0.02,0.07,0.05,0.00003418,0,1.80E-03,0,0,3.214670165
1, znpm1 ,977,poororalhealth_sev,,0.09,0.02484293,9850,3.4257288,6.20E-04,0.04,0.13,0.05,0.00003418,0,1.81E-03,0,0,3.207608311
1, zatox1 ,98,poororalhealth_sev,,0.04,0.01289815,36532,3.4241271,6.20E-04,0.02,0.07,0.05,0.00003418,0,1.81E-03,0,0,3.207608311
1, zsusd2 ,1315,poororalhealth_sev,,0.04,0.01288589,36451,3.412673,6.40E-04,0.02,0.07,0.05,0.00003418,0,1.89E-03,0,0,3.193820026
1, zgalnt10 ,574,poororalhealth_sev,,0.04,0.01280489,36256,3.4010399,6.70E-04,0.02,0.07,0.05,0.00003418,0,1.97E-03,0,0,3.173925197
1, zrab37 ,1139,poororalhealth_sev,,-0.04,0.0131776,35753,-3.3837344,7.20E-04,-0.07,-0.02,0.05,0.00003418,0,2.09E-03,0,0,3.142667504
1, zagr2 ,34,poororalhealth_sev,,0.04,0.01315401,35291,3.3689414,7.60E-04,0.02,0.07,0.05,0.00003418,0,2.20E-03,0,0,3.119186408
1, zgalnt3 ,576,poororalhealth_sev,,0.04,0.01315836,35753,3.3665049,7.60E-04,0.02,0.07,0.05,0.00003418,0,2.22E-03,0,0,3.119186408
1, zil18 ,714,poororalhealth_sev,,0.04,0.01260212,36304,3.3363396,8.50E-04,0.02,0.07,0.05,0.00003418,0,2.47E-03,0,0,3.070581074
1, zdtx3 ,452,poororalhealth_sev,,0.04,0.01252752,36256,3.3267381,8.80E-04,0.02,0.07,0.05,0.00003418,0,2.55E-03,0,0,3.055517328
1, zbrk1 ,131,poororalhealth_sev,,0.04,0.01311478,35593,3.3253379,8.80E-04,0.02,0.07,0.05,0.00003418,0,2.55E-03,0,0,3.055517328
1, zaifm1 ,42,poororalhealth_sev,,0.04,0.01287459,36197,3.3249428,8.90E-04,0.02,0.07,0.05,0.00003418,0,2.55E-03,0,0,3.050609993
1, zmln ,911,poororalhealth_sev,,0.04,0.01260585,36344,3.3080636,9.40E-04,0.02,0.07,0.05,0.00003418,0,2.71E-03,0,0,3.026872146
1, zmilr1 ,909,poororalhealth_sev,,0.04,0.01302688,35753,3.3056774,9.50E-04,0.02,0.07,0.05,0.00003418,0,2.73E-03,0,0,3.022276395
1, znt5e ,990,poororalhealth_sev,,0.04,0.01280832,36532,3.2979356,9.70E-04,0.02,0.07,0.05,0.00003418,0,2.80E-03,0,0,3.013228266
1, zsfrp1 ,1226,poororalhealth_sev,,0.04,0.01247639,36047,3.2906083,1.00E-03,0.02,0.07,0.05,0.00003418,0,2.86E-03,0,0,3
1, zcol4a1 ,332,poororalhealth_sev,,0.04,0.01281144,36433,3.2873689,1.00E-03,0.02,0.07,0.05,0.00003418,0,2.89E-03,0,0,3
1, zcd55 ,234,poororalhealth_sev,,0.04,0.01301709,35168,3.275407,1.10E-03,0.02,0.07,0.05,0.00003418,0,3.01E-03,0,0,2.958607315
1, zadh4 ,30,poororalhealth_sev,,0.04,0.01226212,35747,3.2731734,1.10E-03,0.02,0.06,0.05,0.00003418,0,3.03E-03,0,0,2.958607315
1, zslamf7 ,1250,poororalhealth_sev,,0.04,0.01292414,36344,3.2673423,1.10E-03,0.02,0.07,0.05,0.00003418,0,3.09E-03,0,0,2.958607315
1, zdsg3 ,450,poororalhealth_sev,,0.04,0.01237371,36589,3.2635502,1.10E-03,0.02,0.06,0.05,0.00003418,0,3.12E-03,0,0,2.958607315
1, zccl4 ,191,poororalhealth_sev,,0.04,0.01291075,36480,3.2615837,1.10E-03,0.02,0.07,0.05,0.00003418,0,3.14E-03,0,0,2.958607315
